loss,val_loss
1.6098148822784424,0.8950504660606384
0.8811134099960327,0.8399080634117126
0.836251974105835,0.8118297457695007
0.818475067615509,0.8018670082092285
0.8077836036682129,0.7926102876663208
0.8009137511253357,0.779076874256134
0.7955641150474548,0.7733722925186157
0.7908605337142944,0.7657780647277832
0.7865974307060242,0.7643377184867859
0.7833468914031982,0.7594033479690552
0.7806538939476013,0.7560898661613464
0.7788320183753967,0.754131555557251
0.7772153615951538,0.7554689645767212
0.7756455540657043,0.7568274736404419
0.7744344472885132,0.7497701644897461
0.7727556228637695,0.7490932941436768
0.7717046141624451,0.7463712692260742
0.7707507610321045,0.7474114894866943
0.769984245300293,0.7453328967094421
0.7689861059188843,0.7500913143157959
